834:1;buildings>infrastructure#2!industrial_complex#1!air_base#1!@3838#naval_base<3+!$manpower>322900$category>town$owner>FRA$vp>3838#1!$cores>COR!FRA!$provinces>3838!9851!11804!$?
629;buildings>infrastructure#2!air_base#5!@4180#naval_base<10+!$manpower>368336$category>town$owner>USA$cores>HAW!$vp>4180#15!12021#3!$provinces>4180!7112!7195!10048!12021!$?
63;buildings>infrastructure#3!industrial_complex#1!@11372#naval_base<1+!@6282#naval_base<4+!air_base#3!$manpower>1124417$resources>steel#23!aluminium#8!$category>town$owner>GER$vp>6282#5!11372#3!$cores>GER!KSH!$provinces>6282!6309!6334!6390!9252!9277!9306!9334!9361!11260!11288!11316!11343!11372!$?
630;buildings>infrastructure#1!@13051#naval_base<1+!$manpower>100$category>tiny_island$owner>USA$cores>HAW!$provinces>13051!$?
631;buildings>infrastructure#2!@13052#naval_base<1+!$manpower>2159$category>tiny_island$owner>USA$cores>HAW!$vp>13052#1!$provinces>13052!$?
632;buildings>infrastructure#2!@13047#naval_base<1+!$manpower>150$category>tiny_island$owner>USA$cores>GUM!$vp>13047#1!$provinces>13047!$?
633;buildings>infrastructure#2!air_base#2!@13040#naval_base<1+!@13041#naval_base<3+!@13043#naval_base<1+!@13046#naval_base<1+!@1002#naval_base<1+!@13039#naval_base<1+!@13045#naval_base<1+!$manpower>52517$category>small_island$owner>JAP$cores>FSM!$vp>13041#3!13046#1!$provinces>1002!13039!13040!13041!13042!13043!13044!13045!13046!$?
634;buildings>infrastructure#1!@1269#naval_base<2+!@4226#naval_base<1+!@10234#naval_base<1+!$owner>AST$cores>SOL!$vp>1269#3!4226#1!$provinces>1042!1085!1269!1358!1370!4226!4252!4292!4378!7437!10234!10291!10319!12265!$manpower>150000$category>"small_island"$?
635;buildings>infrastructure#2!@4268#naval_base<1+!@1237#naval_base<1+!@4247#naval_base<1+!$resources>chromium#90!$category>small_island$owner>FRA$cores>TAH!$vp>4268#1!12120#1!$provinces>1237!1263!4231!4247!4268!7264!10160!12120!12132!$manpower>51876$?
636;buildings>infrastructure#2!@4286#naval_base<1+!$manpower>180000$category>small_island$owner>ENG$cores>FIJ!$vp>4286#1!$provinces>4286!7302!12159!$?
637;buildings>infrastructure#1!@12207#naval_base<1+!$owner>SOV$cores>SOV!FER!$provinces>1823!1839!1863!4728!7878!12207!12522!$manpower>48831$category>"pastoral"$?
638;buildings>infrastructure#3!@12140#naval_base<1+!$category>small_island$manpower>75153$owner>USA$cores>GUM!$vp>12140#1!$provinces>12140!$?
639;buildings>infrastructure#2!@13021#naval_base<1+!@4387#naval_base<1+!@7393#naval_base<1+!@13020#naval_base<1+!$manpower>1035$category>small_island$owner>ENG$cores>FIJ!$vp>13021#1!$provinces>4387!7393!13020!13021!13022!$?
64;buildings>infrastructure#4!arms_factory#5!industrial_complex#4!anti_air_building#2!air_base#6!$manpower>7265029$category>megalopolis$owner>GER$vp>6521#50!3522#5!$cores>GER!$provinces>375!478!3367!3499!3522!6487!6521!9428!9456!9496!9560!11219!11359!11415!11444!11505!$?
640;buildings>infrastructure#2!air_base#1!$manpower>3944600$category>town$resources>tungsten #!$cores>BRM!$owner>RAJ$vp>1492#1!4425#1!$provinces>1082!1170!1197!1492!1566!1607!1934!2061!4087!4175!4210!4318!4425!4585!4588!4654!4996!7400!7469!7562!7603!7647!7909!7974!8063!10386!10486!10920!12317!12335!12363!12404!12464!12492!$?
641;buildings>infrastructure#2!air_base#1!@12148#naval_base<1+!$manpower>105786$category>small_island$owner>FRA$cores>TAH!$vp>12148#1!$provinces>10188!12148!$?
642;buildings>infrastructure#2!@13050#naval_base<1+!$manpower>24$category>tiny_island$owner>USA$cores>HAW!$provinces>13050!$?
643;buildings>infrastructure#2!@13056#naval_base<1+!@13054#naval_base<1+!$manpower>493$category>small_island$owner>ENG$cores>FIJ!$provinces>13054!13055!13056!13057!$?
644;buildings>infrastructure#1!$owner>SOV$cores>SOV!YAK!$provinces>1722!1745!1819!2853!2877!3184!4006!4229!4455!4878!6085!6211!12549!12592!12634!13060!13061!$manpower>34182$category>"wasteland"$?
645;buildings>infrastructure#2!air_base#1!@13025#naval_base<1+!$manpower>1018$category>small_island$owner>JAP$cores>JAP!$vp>13025#5!$provinces>13025!$?
646;buildings>infrastructure#2!air_base#3!@3995#naval_base<1+!@13023#naval_base<1+!$category>small_island$manpower>21657$owner>JAP$cores>JAP!GUM!$vp>3995#1!$provinces>3995!13023!13024!$?
647;buildings>infrastructure#2!air_base#1!@4357#naval_base<1+!$category>small_island$manpower>12100$owner>JAP$cores>FSM!$vp>4357#1!$provinces>4357!12103!$?
648;buildings>infrastructure#2!air_base#1!@13026#naval_base<1+!$category>tiny_island$manpower>42$owner>JAP$cores>GUM!$provinces>13026!$?
649;buildings>infrastructure#1!@5023#naval_base<1+!$category>tiny_island$manpower>11532$owner>ECU$cores>ECU!$provinces>5023!$?
65;buildings>infrastructure#4!arms_factory#2!industrial_complex#7!$manpower>5592576$resources>steel#53!$category>metropolis$owner>GER$vp>514#5!3535#5!$cores>GER!$provinces>514!573!3514!3535!6441!6559!9441!9471!9535!11481!11545!$?
650;buildings>infrastructure#1!@13067#naval_base<1+!$manpower>20$category>tiny_island$owner>USA$vp>13067#1!$provinces>13067!$?
651;buildings>infrastructure#3!industrial_complex#1!$manpower>2552075$category>city$owner>SOV$vp>1278#5!4354#1!$cores>SOV!BSK!$provinces>273!291!1258!1278!1305!3289!4283!4354!6246!6285!7237!7300!7416!7431!7444!9349!10226!10142!12117!12130!12172!$?
652;buildings>infrastructure#2!$resources>steel#20.000!$owner>SOV$cores>SOV!$provinces>227!1210!1254!1350!1378!3265!3330!3357!3385!3486!3563!4322!4324!6379!6424!6515!7343!9420!9445!10299!11433!12128!12242!12270!12298!$manpower>1225870$category>city$?
653;buildings>infrastructure#3!arms_factory#2!industrial_complex#1!air_base#1!$manpower>2161650$category>city$owner>SOV$vp>1821#5!$cores>SOV!$provinces>307!1543!1704!1750!1771!1808!1821!1841!4813!7228!7778!9553!10133!10189!10648!10716!10720!12102!12567!12696!$?
654;buildings>infrastructure#1!$manpower>153510$category>wasteland$owner>SOV$cores>SOV!ALT!$vp>4800#1!$provinces>4781!4800!10531!10713!12509!$?
655;buildings>infrastructure#2!air_base#1!$manpower>94759$category>pastoral$owner>SOV$cores>SOV!FER!$provinces>855!1742!1755!$?
656;buildings>infrastructure#2!@8085#naval_base<4+!$manpower>80000$category>rural$cores>KUW!$owner>ENG$vp>8085#1!$provinces>8085!$?
657;buildings>infrastructure#2!air_base#2!$manpower>308380$resources>steel#18!$category>pastoral$owner>SOV$cores>SOV!FER!$provinces>675!1802!4246!4701!4725!4779!4805!4829!7616!7672!7763!7801!10655!10722!12192!12261!12263!12654!12678!$?
658;buildings>infrastructure#1!@7960#naval_base<3+!$manpower>170200$resources>oil#5!$category>pastoral$cores>UAE!$owner>ENG$vp>7960#1!$provinces>2048!7960!8108!10904!$?
659;buildings>infrastructure#2!air_base#4!@5074#naval_base<3+!@8000#naval_base<1+!$manpower>891505$category>pastoral$owner>ENG$vp>5074#1!$cores>YEM!$provinces>2029!4976!5074!8000!12821!12894!13079!$?
66;buildings>infrastructure#3!industrial_complex#1!air_base#6!$manpower>3052726$resources>steel#50!aluminium#16!$category>large_city$owner>GER$vp>9570#10!$cores>GER!SIL!$provinces>552!3283!3438!3485!3510!3545!6462!6534!6595!9470!9570!11517!$?
660;buildings>infrastructure#1!$manpower>1136921$category>pastoral$resources>rubber#3!$owner>FRA$cores>CAR!$vp>12830#1!$provinces>1974!3165!5084!8078!11108!12719!12830!11012!$?
661;buildings>infrastructure#1!$manpower>17617$category>wasteland$owner>ITA$cores>LBA!$provinces>1174!4051!4117!4176!7154!7194!10037!10067!11940!12009!$?
662;buildings>infrastructure#1!$manpower>13213$category>wasteland$owner>ITA$cores>LBA!$provinces>4200!7076!7136!8069!13073!$?
663;buildings>infrastructure#1!$manpower>8808$category>wasteland$owner>ITA$cores>LBA!$provinces>1062!1186!4060!4063!4133!7063!7139!7206!9977!10049!12025!12079!13078!$?
664;buildings>infrastructure#3!industrial_complex#3!$manpower>854300$resources>steel#13!chromium #!$category>town$owner>CZE$vp>6573#1!$cores>CZE!HUN!SLO!$provinces>3565!3716!6561!6573!9537!11679!$?
665;buildings>infrastructure#2!$owner>FRA$cores>TUN!$vp>7005#1!$category>pastoral$provinces>1105!3987!4992!7005!9983!10026!10082!11935!11957!12000!13145!13179!$manpower>427824$?
666;buildings>infrastructure#2!industrial_complex#1!@9108#naval_base<2+!$manpower>415327$resources>tungsten#40!steel#!chromium #!$category>rural$owner>SWE$vp>9108#1!$cores>SWE!$provinces>11!58!61!101!109!118!145!148!151!182!190!201!3003!3044!3054!3062!3095!3100!3104!3113!3138!3173!3179!6024!6055!6074!6083!6125!6132!6152!6155!6161!6165!6168!6170!6200!6206!6208!9083!9093!9095!9108!9134!9143!9147!9175!9178!9186!9211!9220!9226!11026!11058!11060!11067!11069!11073!11102!11112!11152!11155!11190!11201!11208!13119!$?
667;buildings>infrastructure#2!@1355#naval_base<1+!@10175#naval_base<1+!@12234#naval_base<1+!$resources>rubber#12!$owner>INS$cores>INS!$provinces>1298!1339!1355!4273!4301!4358!7293!7321!10175!10191!10219!12151!12162!12219!12234!$manpower>3460200$category>"town"$?
668;buildings>infrastructure#2!@1574#naval_base<1+!@1351#naval_base<1+!@7413#naval_base<1+!$manpower>579100$category>pastoral$owner>INS$cores>INS!$provinces>1351!1419!1437!1574!7369!7413!7557!10141!10342!10409!$?
669;buildings>infrastructure#1!@12371#naval_base<2+!$manpower>314300$category>pastoral$owner>INS$cores>INS!$vp>12371#1!$provinces>1546!1602!1617!1629!4468!4509!4524!4552!4593!7269!7487!7512!7529!7542!7570!7585!7627!8235!8250!10369!10396!10436!10505!10990!12315!12371!12386!12457!$?
67;buildings>infrastructure#3!$manpower>1402591$resources>steel#19!aluminium#6!$category>city$vp>11467#5!9511#3!$owner>GER$cores>GER!SIL!$provinces>479!6512!9457!9511!11467!$?
670;buildings>infrastructure#1!$manpower>1184000$category>pastoral$owner>FRA$cores>LAO!$vp>1464#1!$provinces>1362!1374!1390!1464!1507!1520!1563!1577!1592!4260!4339!4539!4554!4568!4613!7075!7103!7218!7356!7426!9961!10195!10238!10326!10330!10356!10453!10456!10496!12210!12332!12392!12433!$?
671;buildings>infrastructure#2!industrial_complex#1!air_base#1!@1185#naval_base<1+!$manpower>11528000$category>town$resources>chromium#6!tungsten#27!$cores>VIN!$owner>FRA$vp>4075#1!$provinces>1073!1157!1185!1248!1302!4075!4119!4255!4379!4397!4529!7015!7093!7229!7280!7518!9948!9988!10016!10075!10103!10129!10137!10180!10309!11909!11936!12008!12048!12065!12075!12297!12319!$?
672;buildings>infrastructure#2!industrial_complex#1!air_base#1!@4652#naval_base<3+!@1648#naval_base<1+!@12268#naval_base<1+!$manpower>8254900$category>town$resources>rubber#150!oil#12!aluminium#28!$owner>INS$cores>INS!$vp>4652#1!12268#1!$provinces>1246!1274!1277!1313!1332!1342!1345!1373!1401!1428!1460!1533!1648!4211!4276!4320!4361!4364!4381!4446!4652!7308!7327!7368!7384!7396!7440!7463!7658!7673!8360!10150!10194!10209!10225!10294!10322!10354!10382!10509!10522!12126!12138!12165!12168!12181!12184!12209!12212!12268!12296!12302!12343!12415!12488!$?
673;buildings>infrastructure#2!air_base#4!@10153#naval_base<3+!@10263#naval_base<3+!$manpower>4232000$resources>rubber#30!$category>town$owner>INS$cores>INS!$vp>10263#3!$provinces>1098!1289!1484!1505!1518!1561!1589!4262!4307!4308!4349!4493!4537!4564!7311!7336!7598!10153!10169!10197!10222!10263!10450!10464!12330!12358!12444!$?
674;buildings>infrastructure#1!$owner>AST$cores>AST!$provinces>2133!2177!2186!2205!2223!5138!5206!7623!8134!8155!8206!8237!10336!10473!10936!10955!10979!11013!12904!12906!12912!12915!12926!12936!12992!13131!13132!13171!13172!$manpower>30000$category>wasteland$?
675;buildings>infrastructure#1!$manpower>122093$category>wasteland$owner>IRQ$vp>12413#1!$cores>IRQ!$provinces>1631!4951!10744!12413!12879!$?
676;buildings>infrastructure#2!$manpower>1182741$category>town$resources>oil#8!$owner>IRQ$vp>10106#5!3916#3!6826#1!$cores>IRQ!KUR!$provinces>1600!1938!3916!5014!6826!8123!10106!10793!10804!10811!12372!$?
677;buildings>infrastructure#2!$owner>FRA$vp>12473#3!1056#1!$cores>SYR!$provinces>1056!1072!1088!7140!7671!10087!12473!$manpower>1325594$category>town$?
678;buildings>infrastructure#0!$manpower>42$category>wasteland$owner>SAU$cores>SAU!$provinces>4932!5081!8030!8118!10870!12740!12768!$?
679;buildings>infrastructure#2!@12883#naval_base<5+!$manpower>1511000$category>pastoral$owner>SAU$vp>12758#1!12883#1!$cores>SAU!$provinces>1033!1923!2027!2033!2090!2095!4981!5006!5037!7934!8073!8092!10748!10786!10835!12101!12758!12883!$?
68;buildings>infrastructure#3!industrial_complex#1!$manpower>1250840$resources>aluminium#15!$category>city$vp>3473#1!$owner>GER$cores>GER!$provinces>444!537!3473!3572!6236!9387!11478!$?
680;buildings>infrastructure#1!$manpower>324110$category>wasteland$owner>FRA$vp>3942#1!1549#1!6883#1!$cores>SYR!KUR!$provinces>901!1549!1578!1606!1634!2013!3942!6883!7513!10383!10882!12316!12442!$?
681;buildings>infrastructure#3!industrial_complex#2!air_base#1!@12589#naval_base<4+!$manpower>1637178$category>town$owner>SAF$vp>12589#10!$cores>SAF!$provinces>1509!4528!4822!5203!10415!10442!10697!12419!12547!12589!12692!$?
682;buildings>infrastructure#3!industrial_complex#1!$category>rural$resources>steel#8!aluminium#9!$owner>CAN$cores>CAN!$provinces>602!777!1299!1769!1782!4775!4784!4869!4875!6510!7366!7794!7899!9467!9480!9740!10621!10718!11571!12278!12582!12701!13094!13159!13161!$manpower>149059$?
683;buildings>infrastructure#1!$resources>aluminium#7.000!$owner>CAN$cores>CAN!$provinces>761!763!2947!3736!4753!5239!6728!7185!7782!8962!9615!10585!10605!10721!13182!13188!13190!13191!$manpower>46135$category>wasteland$?
684;buildings>infrastructure#2!air_base#3!@2489#naval_base<6+coastal_bunker<5+!@13028#naval_base<1+!@13030#naval_base<1+!@13031#naval_base<1+!@13032#naval_base<1+!@13034#naval_base<1+!@13035#naval_base<1+!@13036#naval_base<1+!$manpower>42357$category>small_island$owner>JAP$cores>FSM!$vp>2489#5!13028#1!$provinces>2489!13027!13028!13029!13030!13031!13032!13033!13034!13035!13036!$?
685;buildings>infrastructure#2!air_base#6!@7617#naval_base<3+!$manpower>39467$category>enclave$owner>USA$vp>7617#5!$cores>PAN!$provinces>7617!$?
686;buildings>infrastructure#2!industrial_complex#1!air_base#4!@1440#naval_base<3+!$manpower>1543913$category>rural$cores>PUE!$owner>USA$vp>1440#1!$provinces>1440!4155!$?
687;buildings>infrastructure#1!@4982#naval_base<1+!$manpower>309000$category>pastoral$resources>aluminium#64!$cores>GYA!$owner>ENG$vp>4982#1!$provinces>4982!8107!12716!$?
688;buildings>infrastructure#1!$manpower>45900$category>pastoral$resources>tungsten#3!steel#2!$owner>PAR$cores>PAR!BOL!$provinces>2195!2209!5165!8203!10973!$?
689;buildings>infrastructure#2!@12304#naval_base<1+!$manpower>1075000$category>town$cores>JAM!$owner>ENG$vp>12304#1!$provinces>12304!12477!$?
69;buildings>infrastructure#4!industrial_complex#2!anti_air_building#1!@424#bunker<1+!@469#bunker<1+!@3585#bunker<1+!@5283#bunker<1+!@6470#bunker<1+!@9555#bunker<1+!@11432#bunker<1+!$manpower>2830000$category>town$resources>steel#4!$vp>3585#3!11401#3!$owner>CZE$cores>CZE!$provinces>424!469!543!557!3418!3585!5283!6470!7857!9555!11401!11414!11432!11525!$?
690;buildings>infrastructure#2!@10254#naval_base<1+!@4647#naval_base<1+!@7245#naval_base<1+!$manpower>40000$category>tiny_island$cores>BAH!$owner>ENG$vp>10254#1!$provinces>4647!7245!10254!$?
691;buildings>infrastructure#2!@3284#naval_base<1+!$manpower>413119$resources>oil#12!$category>rural$cores>TRI!$owner>ENG$vp>3284#1!$provinces>3284!13012!$?
692;buildings>infrastructure#2!@11350#naval_base<1+!$manpower>76485$category>small_island$cores>BAS!$owner>ENG$vp>11350#1!$provinces>379!11106!11350!13009!$?
693;buildings>infrastructure#2!@10440#naval_base<1+!@1513#naval_base<1+!$manpower>15000$category>tiny_island$cores>BAH!$owner>ENG$provinces>1513!10440!$?
694;buildings>infrastructure#2!air_base#1!@177#naval_base<3+!@9377#naval_base<1+!$manpower>444290$category>rural$cores>GDL!$owner>FRA$vp>9377#1!$provinces>177!9377!13084!$?
695;buildings>fuel_silo#1!infrastructure#2!@153#naval_base<1+coastal_bunker<2+!$manpower>76299$category>rural$resources>oil#35!$cores>CRC!$owner>HOL$vp>153#1!$provinces>153!$?
696;buildings>infrastructure#2!@13010#naval_base<1+!$manpower>37516$category>small_island$owner>ENG$vp>13010#1!$provinces>13010!$?
697;buildings>infrastructure#2!@3118#naval_base<1+!$manpower>211600$category>small_island$owner>POR$vp>3118#1!$cores>POR!$provinces>3118!$?
698;buildings>infrastructure#2!@1751#naval_base<3+!$manpower>212012$category>small_island$owner>POR$vp>1751#3!$cores>POR!$provinces>1751!$?
699;buildings>infrastructure#1!@8038#naval_base<1+!$manpower>21056$category>wasteland$owner>SPR$cores>WES!$vp>8038#1!$provinces>4920!5012!7979!8038!8111!10875!$?
7;buildings>infrastructure#4!arms_factory#4!industrial_complex#3!dockyard#3!air_base#5!@3314#naval_base<5+!@9498#naval_base<10+!$resources>steel#4.000!$owner>HOL$cores>HOL!$vp>391#40!3211#10!9498#20!$provinces>68!391!3211!3314!9498!$manpower>4123000$category>metropolis$?
70;buildings>infrastructure#3!industrial_complex#3!arms_factory#2!air_base#3!$manpower>1230500$category>city$resources>tungsten#1!$owner>CZE$vp>9692#10!11539#5!$cores>CZE!SLO!$provinces>541!3484!3537!9539!9692!11522!11539!$?
700;buildings>infrastructure#2!@2038#naval_base<3+!$manpower>1768500$category>pastoral$owner>ENG$cores>SIE!$vp>2038#1!$provinces>2038!2094!$?
701;buildings>infrastructure#2!@4989#naval_base<1+!$owner>ENG$cores>GAM!$vp>4989#1!$provinces>4989!13213!$manpower>199520$category>enclave$?
702;buildings>infrastructure#2!@13014#naval_base<1+!$manpower>150600$category>small_island$owner>POR$provinces>13014!$?
703;buildings>infrastructure#1!@13013#naval_base<1+!$manpower>458$category>tiny_island$owner>ENG$provinces>13013!$?
704;buildings>infrastructure#1!@13016#naval_base<1+!$manpower>2485$category>tiny_island$owner>ENG$provinces>13016!$?
705;buildings>infrastructure#1!@13015#naval_base<1+!$manpower>24725$category>tiny_island$owner>POR$provinces>13015!$?
706;buildings>infrastructure#2!@13017#naval_base<1+!$manpower>186637$category>small_island$owner>FRA$cores>MAD!$provinces>13017!$?
707;buildings>infrastructure#2!@13018#naval_base<1+!$manpower>404458$category>small_island$owner>ENG$provinces>13018!$?
708;buildings>infrastructure#2!@13072#naval_base<1+!$manpower>126703$category>small_island$owner>FRA$cores>MAD!$provinces>13072!$?
709;buildings>infrastructure#2!@2188#naval_base<1+!$manpower>126703$category>small_island$owner>ENG$provinces>2188!$?
71;buildings>infrastructure#2!industrial_complex#2!$manpower>1197800$category>rural$vp>3581#3!$owner>CZE$cores>CZE!SLO!$provinces>555!581!3550!3581!6586!6604!11554!$?
710;buildings>infrastructure#2!@13019#naval_base<1+!$manpower>2147$category>tiny_island$owner>ENG$provinces>13019!$?
711;buildings>infrastructure#2!@13005#naval_base<1+!$manpower>1625$category>tiny_island$owner>ENG$provinces>13005!$?
712;buildings>infrastructure#2!@13002#naval_base<1+!$manpower>42$category>tiny_island$owner>ENG$provinces>13002!$?
713;buildings>infrastructure#1!@2165#naval_base<1+!$manpower>96$category>tiny_island$owner>FRA$provinces>2165!$?
714;buildings>infrastructure#2!$owner>MAN$cores>CHI!MAN!PRC!$provinces>1502!1545!1588!1645!1693!1732!1847!4506!4592!4649!4809!4876!7526!7582!7613!7767!7832!7848!7873!7894!7897!10368!10379!10675!10698!12485!12548!12618!$manpower>3694191$category>pastoral$?
715;buildings>infrastructure#2!arms_factory#1!industrial_complex#1!$manpower>3643373$category>town$owner>MAN$cores>CHI!MAN!PRC!$provinces>916!930!1499!1508!1558!1627!1638!3877!3978!4561!4633!4642!6893!7812!9831!10429!11836!11903!12337!12469!12478!$?
716;buildings>infrastructure#2!arms_factory#2!industrial_complex#1!air_base#5!@964#naval_base<3+!$resources>steel#27.000!$owner>MAN$cores>CHI!MAN!PRC!$vp>11771#3!$provinces>836!846!892!964!987!3783!3839!3849!3895!3970!6804!6860!6910!6918!6951!6981!9781!9788!9835!9854!9885!11764!11771!11808!11815!$manpower>10264620$category>city$?
717;buildings>infrastructure#2!$category>pastoral$owner>MAN$cores>CHI!MAN!PRC!$provinces>783!810!944!973!1571!3791!3815!3843!3944!4551!5427!6806!6811!6863!6964!7569!7670!9623!9766!9798!9897!10215!10376!10463!10503!10519!10521!11893!11906!12342!12355!12443!12482!12500!$manpower>5224174$?
718;buildings>infrastructure#1!$category>pastoral$resources>rubber#5!$owner>BEL$cores>COG!$provinces>1181!1950!2034!2073!2154!4201!4941!6027!7161!10766!11934!12783!12808!12847!13176!$manpower>2366783$?
719;buildings>infrastructure#3!industrial_complex#2!air_base#1!@1468#naval_base<2+!@4696#naval_base<2+!$manpower>3962157$resources>chromium#60!$category>city$owner>SAF$vp>1468#3!4696#1!$cores>SAF!$provinces>1468!1494!1833!4556!4584!4696!7576!7900!8178!$?
72;buildings>infrastructure#3!industrial_complex#1!$manpower>152000$category>rural$owner>CZE$cores>CZE!$provinces>9551!9567!$?
720;buildings>infrastructure#1!@10995#naval_base<1+!$manpower>30$category>tiny_island$owner>ENG$provinces>10995!$?
721;buildings>infrastructure#2!@12190#naval_base<1+!$manpower>455604$category>pastoral$owner>POR$provinces>1326!12178!12190!12206!13001!$?
722;buildings>infrastructure#2!@9140#naval_base<1+!$manpower>2371$category>enclave$owner>FIN$cores>FIN!$provinces>6012!6183!9140!11142!$?
723;buildings>infrastructure#3!air_base#1!@2197#naval_base<1+!$manpower>547198$resources>tungsten#4!$category>rural$owner>NZL$vp>2197#1!2211#1!$cores>NZL!$provinces>2197!2203!2211!4819!5195!7839!8204!8212!8232!8241!10650!12632!12966!12974!12980!12988!$?
724;buildings>infrastructure#2!$manpower>2041700$category>rural$resources>rubber#40!$owner>SIA$vp>7236#1!$cores>SIA!$provinces>1279!1281!1308!1337!1366!1394!4297!4312!4371!4388!4392!7236!10156!10158!12122!12131!12201!12220!12230!12286!$?
725;buildings>infrastructure#2!@13038#naval_base<1+!$manpower>5785$category>tiny_island$owner>ENG$cores>FIJ!$vp>13038#1!$provinces>13038!$?
726;buildings>infrastructure#2!@7290#naval_base<1+!$manpower>123214$category>small_island$owner>NZL$cores>SAM!$vp>7290#1!$provinces>7290!13080!$?
727;buildings>infrastructure#1!@13048#naval_base<1+!@13049#naval_base<1+!@13053#naval_base<1+!$manpower>5367$category>small_island$owner>USA$cores>HAW!$provinces>13048!13049!13053!$?
728;buildings>infrastructure#2!@11981#naval_base<1+!$manpower>200000$category>enclave$owner>FRA$cores>CHI!PRC!$provinces>11981!$?
729;buildings>infrastructure#2!@4189#naval_base<1+!$manpower>157805$category>enclave$owner>POR$cores>CHI!PRC!$vp>4189#1!$provinces>4189!$?
73;buildings>infrastructure#3!$manpower>854300$category>rural$vp>3548#1!$owner>CZE$cores>CZE!HUN!SLO!$provinces>3548!6571!9563!11536!11691!$?
730;buildings>infrastructure#2!@373#naval_base<1+!$manpower>3426$category>tiny_island$owner>FRA$provinces>373!$?
731;buildings>infrastructure#2!industrial_complex#3!air_base#2!@11818#naval_base<3+!$owner>GRE$vp>11818#5!$cores>GRE!$provinces>895!936!966!3526!3844!3936!6990!10163!11818!$manpower>1155700$category>town$?
732;buildings>infrastructure#1!$cores>KYR!SOV!$owner>SOV$vp>12583#1!$provinces>1483!1675!1825!2058!4224!4316!4391!4467!4768!4923!5062!10408!10530!10660!12370!12511!12581!12583!13147!$manpower>230000$category>wasteland$?
733;buildings>infrastructure#2!@12251#naval_base<2+!$manpower>29500$category>small_island$owner>ENG$provinces>10321!12251!$?
734;buildings>infrastructure#2!@7390#naval_base<1+!$manpower>5167$category>tiny_island$owner>FRA$cores>TAH!$provinces>7390!$?
735;buildings>infrastructure#2!@9909#naval_base<2+!$category>town$owner>FRA$cores>OCC!FRA!$vp>778#1!9909#5!$provinces>764!778!3764!3959!3961!6609!6975!9603!9736!9745!9909!11573!$manpower>907500$?
736;buildings>infrastructure#1!@6626#naval_base<5+!$category>city$vp>6626#1!$owner>ITA$cores>ITA!YUG!SLV!CRO!$provinces>599!6626!11595!11735!$manpower>1063159$?
737;buildings>infrastructure#1!air_base#1!@7251#naval_base<5+!@4352#naval_base<1+!@7339#naval_base<1+!$cores>PNG!$owner>AST$vp>7251#5!$provinces>1286!1301!1329!1361!4304!4332!4352!4421!7251!7324!7339!7352!7412!10166!10206!12222!$manpower>345640$category>"rural"$?
738;buildings>infrastructure#1!@4579#naval_base<1+!$owner>INS$cores>INS!$provinces>4579!$manpower>36146$category>"small_island"$?
739;buildings>infrastructure#1!@1869#naval_base<1+!$owner>CAN$cores>CAN!$provinces>1869!$manpower>12684$category>"small_island"$?
74;buildings>infrastructure#4!arms_factory#1!$manpower>820000$category>rural$vp>3583#5!$owner>CZE$cores>CZE!$provinces>421!3414!3583!6485!$?
740;buildings>infrastructure#1!$manpower>259612$category>rural$owner>CAN$cores>CAN!$provinces>7259!1214!12259!12272!1420!$?
741;buildings>infrastructure#1!@7432#naval_base<1+!$cores>CAM!$owner>FRA$vp>7376#1!$provinces>1324!1353!1620!4251!4302!4330!4359!4596!4639!5236!7319!7376!7404!7432!7645!10134!10177!10204!10289!10317!10467!12167!12191!12260!12288!12447!12460!12475!$manpower>5245000$category>town$?
742;buildings>infrastructure#1!$owner>SOV$vp>1384#1!$cores>SOV!TAJ!BUK!$provinces>1216!1384!1919!4542!7224!8027!10187!10417!12218!12250!12430!12805!$manpower>230000$category>wasteland$?
743;buildings>infrastructure#3!industrial_complex#1!air_base#1!@10000#naval_base<5+coastal_bunker<1+bunker<1+!$manpower>385000$category>large_town$owner>CHI$cores>CHI!PRC!$vp>10000#5!$provinces>10000!$?
744;buildings>infrastructure#2!$provinces>1976!2006!4167!4256!4295!5092!7301!7406!7418!10257!12713!$owner>CHI$cores>PRC!CHI!$vp>7418#1!$manpower>9000000$category>town$?
745;buildings>infrastructure#3!air_base#1!industrial_complex#1!@1150#naval_base<5+coastal_bunker<1+!$provinces>1150!6851!$category>large_town$owner>JAP$cores>CHI!MAN!PRC!$vp>1150#1!$manpower>1000000$?
746;buildings>infrastructure#1!$provinces>1959!3427!4960!4986!10451!10854!12706!$category>pastoral$owner>SHX$cores>SHX!CHI!PRC!$manpower>500000$?
747;buildings>infrastructure#2!$provinces>4559!4937!5009!7965!7976!8126!10413!10863!12789!12898!$manpower>1000000$category>pastoral$owner>YUN$cores>YUN!CHI!PRC!$vp>7965#3!$?
748;buildings>infrastructure#1!$provinces>1010!4141!4325!4431!9939!10763!11972!$owner>CHI$cores>CHI!PRC!$vp>1010#3!$manpower>1500000$category>pastoral$?
749;buildings>infrastructure#2!$provinces>1099!1125!1153!1171!4105!4173!7007!7104!10044!11937!12019!$manpower>5000000$category>town$owner>CHI$cores>CHI!PRC!$vp>12019#1!$?
75;buildings>infrastructure#4!industrial_complex#4!air_base#5!$manpower>2598400$resources>steel#4!oil #!$category>city$owner>CZE$vp>3569#20!6562#5!$cores>CZE!$provinces>569!3553!3569!6562!6576!6590!11511!$?
